Year,Measure,measureSubcategory,Demographic,DemographicBreakdown,OrganisationBreakdown,Datasource,OrgID,OrgName,MHSDS_Count,Total_Count,CrudeRate
2021/22,All detentions,All,Age,65 and over,STP; Age,MHSDS,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),210,210,114.2
2021/22,All detentions,All,Age,Unknown,STP; Age,MHSDS,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),*,*,NULL
2021/22,All detentions,All,Age,15 and under,STP; Age,MHSDS,QRV,NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),10,10,2.3
2021/22,All detentions,All,Age,16 to 17,STP; Age,MHSDS,QRV,NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),10,10,22.7
2021/22,All detentions,All,Age,18 to 34,STP; Age,MHSDS,QRV,NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),1020,1020,196.4
2021/22,All detentions,All,Age,35 to 49,STP; Age,MHSDS,QRV,NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),785,785,164.8
2021/22,All detentions,All,Age,50 to 64,STP; Age,MHSDS,QRV,NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),580,580,162.7
2021/22,All detentions,All,Age,65 and over,STP; Age,MHSDS,QRV,NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),295,295,105.7
2021/22,All detentions,All,Age,Unknown,STP; Age,MHSDS,QRV,NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),*,*,NULL
2021/22,All detentions,All,Age,15 and under,STP; Age,MHSDS,QPM,NORTHAMPTONSHIRE STP,10,10,6.6
2021/22,All detentions,All,Age,16 to 17,STP; Age,MHSDS,QPM,NORTHAMPTONSHIRE STP,10,10,60.5
2021/22,All detentions,All,Age,18 to 34,STP; Age,MHSDS,QPM,NORTHAMPTONSHIRE STP,155,155,108.9
2021/22,All detentions,All,Age,35 to 49,STP; Age,MHSDS,QPM,NORTHAMPTONSHIRE STP,105,105,71.1
2021/22,All detentions,All,Age,50 to 64,STP; Age,MHSDS,QPM,NORTHAMPTONSHIRE STP,75,75,51.7
2021/22,All detentions,All,Age,65 and over,STP; Age,MHSDS,QPM,NORTHAMPTONSHIRE STP,75,75,56.4
2021/22,All detentions,All,Age,Unknown,STP; Age,MHSDS,QPM,NORTHAMPTONSHIRE STP,*,*,NULL
2021/22,All detentions,All,Age,15 and under,STP; Age,MHSDS,QT1,NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP,5,5,2.6
2021/22,All detentions,All,Age,16 to 17,STP; Age,MHSDS,QT1,NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP,10,10,47.5
2021/22,All detentions,All,Age,18 to 34,STP; Age,MHSDS,QT1,NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP,330,330,126.5
2021/22,All detentions,All,Age,35 to 49,STP; Age,MHSDS,QT1,NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP,225,225,118.8
2021/22,All detentions,All,Age,50 to 64,STP; Age,MHSDS,QT1,NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP,190,190,97.8
2021/22,All detentions,All,Age,65 and over,All submissions,MHSDS,All prov,All providers,9028,9028,86.3
2021/22,All detentions,All,Age,65 and over,STP; Age,MHSDS,QT1,NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP,255,255,137.1
2021/22,All detentions,All,Age,Unknown,STP; Age,MHSDS,QT1,NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP,*,*,NULL
2021/22,All detentions,All,Age,15 and under,STP; Age,MHSDS,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,5,5,1.4
2021/22,All detentions,All,Age,16 to 17,STP; Age,MHSDS,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,20,20,55.2
2021/22,All detentions,All,Age,18 to 34,STP; Age,MHSDS,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,995,995,202.4
2021/22,All detentions,All,Age,35 to 49,STP; Age,MHSDS,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,720,720,173.5
2021/22,All detentions,All,Age,50 to 64,STP; Age,MHSDS,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,525,525,173.6
2021/22,All detentions,All,Age,65 and over,STP; Age,MHSDS,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,225,225,105.6
2021/22,All detentions,All,Age,Unknown,STP; Age,MHSDS,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,*,*,NULL
2021/22,All detentions,All,Age,15 and under,STP; Age,MHSDS,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,10,10,11.1
2021/22,All detentions,All,Age,16 to 17,STP; Age,MHSDS,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,5,5,45.3
2021/22,All detentions,All,Age,18 to 34,STP; Age,MHSDS,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,145,145,154.9
2021/22,All detentions,All,Age,35 to 49,STP; Age,MHSDS,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,100,100,109.9
2021/22,All detentions,All,Age,50 to 64,STP; Age,MHSDS,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,75,75,70.5
2021/22,All detentions,All,Age,65 and over,STP; Age,MHSDS,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,90,90,81.2
2021/22,All detentions,All,Age,Unknown,STP; Age,MHSDS,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,*,*,NULL
2021/22,All detentions,All,Age,15 and under,STP; Age,MHSDS,QSL,SOMERSET STP,*,*,NULL
2021/22,All detentions,All,Age,16 to 17,STP; Age,MHSDS,QSL,SOMERSET STP,*,*,NULL
2021/22,All detentions,All,Age,18 to 34,STP; Age,MHSDS,QSL,SOMERSET STP,80,80,84.4
2021/22,All detentions,All,Age,35 to 49,STP; Age,MHSDS,QSL,SOMERSET STP,45,45,47.3
2021/22,All detentions,All,Age,50 to 64,STP; Age,MHSDS,QSL,SOMERSET STP,50,50,41.2
2021/22,All detentions,All,Age,65 and over,STP; Age,MHSDS,QSL,SOMERSET STP,75,75,53.6
2021/22,All detentions,All,Age,Unknown,STP; Age,MHSDS,QSL,SOMERSET STP,*,*,NULL
2021/22,All detentions,All,Age,15 and under,STP; Age,MHSDS,QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),20,20,6.4
2021/22,All detentions,All,Age,16 to 17,STP; Age,MHSDS,QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),30,30,98.1
2021/22,All detentions,All,Age,18 to 34,STP; Age,MHSDS,QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),660,660,187.1
2021/22,All detentions,All,Age,35 to 49,STP; Age,MHSDS,QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),465,465,131.2
2021/22,All detentions,All,Age,50 to 64,STP; Age,MHSDS,QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),325,325,126.1
2021/22,All detentions,All,Age,65 and over,STP; Age,MHSDS,QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),220,220,110.5
2021/22,All detentions,All,Age,Unknown,STP; Age,MHSDS,QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),*,*,NULL
2021/22,All detentions,All,Age,15 and under,STP; Age,MHSDS,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,5,5,1.8
2021/22,All detentions,All,Age,16 to 17,STP; Age,MHSDS,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,20,20,62.5
2021/22,All detentions,All,Age,18 to 34,STP; Age,MHSDS,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,435,435,120.5
2021/22,All detentions,All,Age,35 to 49,STP; Age,MHSDS,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,345,345,125
2021/22,All detentions,All,Age,50 to 64,STP; Age,MHSDS,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,275,275,94.2
2021/22,All detentions,All,Age,65 and over,STP; Age,MHSDS,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,310,310,110.4
2021/22,All detentions,All,Age,Unknown,STP; Age,MHSDS,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,*,*,NULL
2021/22,All detentions,All,Age,15 and under,STP; Age,MHSDS,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,15,15,7.3
2021/22,All detentions,All,Age,16 to 17,STP; Age,MHSDS,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,10,10,42.5
2021/22,All detentions,All,Age,18 to 34,STP; Age,MHSDS,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,255,255,109.7
2021/22,All detentions,All,Age,35 to 49,STP; Age,MHSDS,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,245,245,117.7
2021/22,All detentions,All,Age,50 to 64,STP; Age,MHSDS,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,235,235,101.8
2021/22,All detentions,All,Age,65 and over,STP; Age,MHSDS,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,215,215,90.9
2021/22,All detentions,All,Age,All,All submissions,Both,All prov,All providers,51066,51066,90.3
2021/22,All detentions,All,Age,Unknown,STP; Age,MHSDS,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,*,*,NULL
2021/22,All detentions,All,Age,15 and under,STP; Age,MHSDS,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,5,5,2.8
2021/22,All detentions,All,Age,16 to 17,STP; Age,MHSDS,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,15,15,75.1
2021/22,All detentions,All,Age,18 to 34,STP; Age,MHSDS,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,245,245,126.8
2021/22,All detentions,All,Age,35 to 49,STP; Age,MHSDS,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,155,155,89.4
2021/22,All detentions,All,Age,50 to 64,STP; Age,MHSDS,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,175,175,90
2021/22,All detentions,All,Age,65 and over,STP; Age,MHSDS,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,215,215,96.2
2021/22,All detentions,All,Age,Unknown,STP; Age,MHSDS,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,*,*,NULL
2021/22,All detentions,All,Age,15 and under,STP; Age,MHSDS,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),*,*,NULL
2021/22,All detentions,All,Age,16 to 17,STP; Age,MHSDS,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),5,5,21.1
2021/22,All detentions,All,Age,18 to 34,STP; Age,MHSDS,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),165,165,85.4
2021/22,All detentions,All,Age,35 to 49,STP; Age,MHSDS,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),105,105,48.6
2021/22,All detentions,All,Age,50 to 64,STP; Age,MHSDS,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),85,85,41.4
2021/22,All detentions,All,Age,65 and over,STP; Age,MHSDS,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),80,80,40.5
2021/22,All detentions,All,Age,Unknown,STP; Age,MHSDS,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),*,*,NULL
2021/22,All detentions,All,Age,15 and under,STP; Age,MHSDS,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,10,10,3.4
2021/22,All detentions,All,Age,16 to 17,STP; Age,MHSDS,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,20,20,57.3
2021/22,All detentions,All,Age,18 to 34,STP; Age,MHSDS,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,595,595,179.2
2021/22,All detentions,All,Age,35 to 49,STP; Age,MHSDS,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,380,380,119.2
2021/22,All detentions,All,Age,50 to 64,STP; Age,MHSDS,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,305,305,88
2021/22,All detentions,All,Age,65 and over,STP; Age,MHSDS,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,345,345,90.3
2021/22,All detentions,All,Age,Unknown,STP; Age,MHSDS,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,*,*,NULL
2021/22,All detentions,All,Age,15 and under,STP; Age,MHSDS,QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,*,*,NULL
2021/22,All detentions,All,Age,16 to 17,STP; Age,MHSDS,QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,5,5,15.1
2021/22,All detentions,All,Age,18 to 34,STP; Age,MHSDS,QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,530,530,168.5
2021/22,All detentions,All,Age,35 to 49,STP; Age,MHSDS,QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,345,345,129.7
2021/22,All detentions,All,Age,50 to 64,STP; Age,MHSDS,QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,210,210,86.6
2021/22,All detentions,All,Age,65 and over,STP; Age,MHSDS,QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,195,195,86.5
2021/22,All detentions,All,Age,Unknown,STP; Age,MHSDS,QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,*,*,NULL
2021/22,All detentions,All,Age,15 and under,STP; Age,MHSDS,UNKNOWN,UNKNOWN,*,*,NULL
2021/22,All detentions,All,Age,16 to 17,STP; Age,MHSDS,UNKNOWN,UNKNOWN,5,5,NULL
2021/22,All detentions,All,Age,18 to 34,STP; Age,MHSDS,UNKNOWN,UNKNOWN,270,270,NULL
2021/22,All detentions,All,Age,35 to 49,STP; Age,MHSDS,UNKNOWN,UNKNOWN,160,160,NULL
2021/22,All detentions,All,Age,50 to 64,STP; Age,MHSDS,UNKNOWN,UNKNOWN,85,85,NULL
2021/22,All detentions,All,Age,65 and over,STP; Age,MHSDS,UNKNOWN,UNKNOWN,65,65,NULL
2021/22,All detentions,All,Age,Unknown,STP; Age,MHSDS,UNKNOWN,UNKNOWN,*,*,NULL
2021/22,All detentions,All,Age,15 and under,STP; Age,MHSDS,QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),10,10,2.1
2021/22,All detentions,All,Age,16 to 17,STP; Age,MHSDS,QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),20,20,37.2
2021/22,All detentions,All,Age,18 to 34,STP; Age,MHSDS,QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),680,680,123.1
2021/22,All detentions,All,Age,35 to 49,STP; Age,MHSDS,QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),525,525,115.8
2021/22,All detentions,All,Age,50 to 64,STP; Age,MHSDS,QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),400,400,92.2
2021/22,All detentions,All,Age,65 and over,STP; Age,MHSDS,QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),375,375,93.2
2021/22,All detentions,All,Age,Unknown,STP; Age,MHSDS,QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),*,*,NULL
2021/22,All detentions,All,All,All,All submissions,Both,All prov,All providers,51128,53337,94.3
2021/22,All detentions,All,All,All,CCG,MHSDS,00L,NHS NORTHUMBERLAND CCG,240,240,74.1
2021/22,All detentions,All,All,All,CCG,MHSDS,00N,NHS SOUTH TYNESIDE CCG,170,170,112.5
2021/22,All detentions,All,All,All,CCG,MHSDS,00P,NHS SUNDERLAND CCG,280,280,100.8
2021/22,All detentions,All,All,All,CCG,MHSDS,00Q,NHS BLACKBURN WITH DARWEN CCG,200,200,133.3
2021/22,All detentions,All,All,All,CCG,MHSDS,00R,NHS BLACKPOOL CCG,240,240,173.4
2021/22,All detentions,All,All,All,CCG,MHSDS,00T,NHS BOLTON CCG,390,390,135.3
2021/22,All detentions,All,All,All,CCG,MHSDS,00V,NHS BURY CCG,225,225,118
2021/22,All detentions,All,All,All,CCG,MHSDS,00X,NHS CHORLEY AND SOUTH RIBBLE CCG,145,145,80.8
2021/22,All detentions,All,All,All,CCG,MHSDS,00Y,NHS OLDHAM CCG,275,275,115.7
2021/22,All detentions,All,All,All,CCG,MHSDS,01A,NHS EAST LANCASHIRE CCG,365,365,95
2021/22,All detentions,All,All,All,CCG,MHSDS,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",205,205,91.7
2021/22,All detentions,All,All,All,CCG,MHSDS,01E,NHS GREATER PRESTON CCG,215,215,104.9
2021/22,All detentions,All,All,All,CCG,MHSDS,01F,NHS HALTON CCG,115,115,88.6
2021/22,All detentions,All,All,All,CCG,MHSDS,01G,NHS SALFORD CCG,315,315,119.9
2021/22,All detentions,All,All,All,CCG,MHSDS,01H,NHS NORTH CUMBRIA CCG,280,280,87.6
2021/22,All detentions,All,All,All,CCG,MHSDS,01J,NHS KNOWSLEY CCG,175,175,114.8
2021/22,All detentions,All,All,All,CCG,MHSDS,01K,NHS MORECAMBE BAY CCG,265,265,79.3
2021/22,All detentions,All,All,All,CCG,MHSDS,01T,NHS SOUTH SEFTON CCG,120,120,75.1
2021/22,All detentions,All,All,All,CCG,MHSDS,01V,NHS SOUTHPORT AND FORMBY CCG,130,130,111.9
2021/22,All detentions,All,All,All,CCG,MHSDS,01W,NHS STOCKPORT CCG,280,280,95.2
2021/22,All detentions,All,All,All,CCG,MHSDS,01X,NHS ST HELENS CCG,180,180,99.4
2021/22,All detentions,All,All,All,CCG,MHSDS,01Y,NHS TAMESIDE AND GLOSSOP CCG,185,185,71
2021/22,All detentions,All,All,All,CCG,MHSDS,02A,NHS TRAFFORD CCG,230,230,96.8
2021/22,All detentions,All,All,All,CCG,MHSDS,02E,NHS WARRINGTON CCG,265,265,126.6
2021/22,All detentions,All,All,All,CCG,MHSDS,02G,NHS WEST LANCASHIRE CCG,65,65,56.8
2021/22,All detentions,All,All,All,CCG,MHSDS,02H,NHS WIGAN BOROUGH CCG,355,355,107.3
2021/22,All detentions,All,All,All,CCG,MHSDS,02M,NHS FYLDE AND WYRE CCG,125,125,63.8
2021/22,All detentions,All,All,All,CCG,MHSDS,02P,NHS BARNSLEY CCG,200,200,80.6
2021/22,All detentions,All,All,All,CCG,MHSDS,02Q,NHS BASSETLAW CCG,90,90,76.1
2021/22,All detentions,All,All,All,CCG,MHSDS,02T,NHS CALDERDALE CCG,175,175,82.8
2021/22,All detentions,All,All,All,CCG,MHSDS,02X,NHS DONCASTER CCG,300,300,95.9
2021/22,All detentions,All,All,All,CCG,MHSDS,02Y,NHS EAST RIDING OF YORKSHIRE CCG,210,210,65.7
2021/22,All detentions,All,All,All,CCG,MHSDS,03F,NHS HULL CCG,370,370,142.8
2021/22,All detentions,All,All,All,CCG,MHSDS,03H,NHS NORTH EAST LINCOLNSHIRE CCG,140,140,87.8
2021/22,All detentions,All,All,All,CCG,MHSDS,03K,NHS NORTH LINCOLNSHIRE CCG,145,145,83.9
2021/22,All detentions,All,All,All,CCG,MHSDS,03L,NHS ROTHERHAM CCG,255,255,96.2
2021/22,All detentions,All,All,All,CCG,MHSDS,03N,NHS SHEFFIELD CCG,555,555,94.2
2021/22,All detentions,All,All,All,CCG,MHSDS,03Q,NHS VALE OF YORK CCG,305,305,82.8
2021/22,All detentions,All,All,All,CCG,MHSDS,03R,NHS WAKEFIELD CCG,255,255,72.5
2021/22,All detentions,All,All,All,CCG,MHSDS,03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,215,215,62.9
2021/22,All detentions,All,All,All,CCG,MHSDS,04C,NHS LEICESTER CITY CCG,405,405,114.4
2021/22,All detentions,All,All,All,CCG,MHSDS,04V,NHS WEST LEICESTERSHIRE CCG,245,245,59.5
2021/22,All detentions,All,All,All,CCG,MHSDS,04Y,NHS CANNOCK CHASE CCG,65,65,47
2021/22,All detentions,All,All,All,CCG,MHSDS,05D,NHS EAST STAFFORDSHIRE CCG,115,115,87.6
2021/22,All detentions,All,All,All,CCG,MHSDS,05G,NHS NORTH STAFFORDSHIRE CCG,215,215,97.8
2021/22,All detentions,All,All,All,CCG,MHSDS,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,135,135,59.3
2021/22,All detentions,All,All,All,CCG,MHSDS,05V,NHS STAFFORD AND SURROUNDS CCG,115,115,72.8
2021/22,All detentions,All,All,All,CCG,MHSDS,05W,NHS STOKE ON TRENT CCG,335,335,126.5
2021/22,All detentions,All,All,All,CCG,MHSDS,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,580,580,64.7
2021/22,All detentions,All,All,All,CCG,MHSDS,06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,415,415,72.2
2021/22,All detentions,All,All,All,CCG,MHSDS,06L,NHS IPSWICH AND EAST SUFFOLK CCG,320,320,77.7
2021/22,All detentions,All,All,All,CCG,MHSDS,06N,NHS HERTS VALLEYS CCG,485,485,80.7
2021/22,All detentions,All,All,All,CCG,MHSDS,06Q,NHS MID ESSEX CCG,215,215,54
2021/22,All detentions,All,All,All,CCG,MHSDS,06T,NHS NORTH EAST ESSEX CCG,320,320,92.9
2021/22,All detentions,All,All,All,CCG,MHSDS,07G,NHS THURROCK CCG,100,100,57
2021/22,All detentions,All,All,All,CCG,MHSDS,07H,NHS WEST ESSEX CCG,200,200,64.1
2021/22,All detentions,All,All,All,CCG,MHSDS,07K,NHS WEST SUFFOLK CCG,175,175,75.9
2021/22,All detentions,All,All,All,CCG,MHSDS,09D,NHS BRIGHTON AND HOVE CCG,400,400,137.1
2021/22,All detentions,All,All,All,CCG,MHSDS,10Q,NHS OXFORDSHIRE CCG,550,550,80.8
2021/22,All detentions,All,All,All,CCG,MHSDS,10R,NHS PORTSMOUTH CCG,190,190,88.5
2021/22,All detentions,All,All,All,CCG,MHSDS,11J,NHS DORSET CCG,30,30,3.9
2021/22,All detentions,All,All,All,CCG,MHSDS,11M,NHS GLOUCESTERSHIRE CCG,450,450,70.2
2021/22,All detentions,All,All,All,CCG,MHSDS,11N,NHS KERNOW CCG,380,380,66
2021/22,All detentions,All,All,All,CCG,MHSDS,11X,NHS SOMERSET CCG,250,250,44.3
2021/22,All detentions,All,All,All,CCG,MHSDS,12F,NHS WIRRAL CCG,295,295,91
2021/22,All detentions,All,All,All,CCG,MHSDS,13T,NHS NEWCASTLE GATESHEAD CCG,425,425,83.5
2021/22,All detentions,All,All,All,CCG,MHSDS,14L,NHS MANCHESTER CCG,950,950,170.9
2021/22,All detentions,All,All,All,CCG,MHSDS,14Y,NHS BUCKINGHAMSHIRE CCG,330,330,60
2021/22,All detentions,All,All,All,CCG,MHSDS,15A,NHS BERKSHIRE WEST CCG,315,315,63.9
2021/22,All detentions,All,All,All,CCG,MHSDS,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",835,835,86.1
2021/22,All detentions,All,All,All,CCG,MHSDS,15E,NHS BIRMINGHAM AND SOLIHULL CCG,1275,1275,108.1
2021/22,All detentions,All,All,All,CCG,MHSDS,15F,NHS LEEDS CCG,755,755,94.5
2021/22,All detentions,All,All,All,CCG,MHSDS,15M,NHS DERBY AND DERBYSHIRE CCG,745,745,72.3
2021/22,All detentions,All,All,All,CCG,MHSDS,15N,NHS DEVON CCG,925,925,76.5
2021/22,All detentions,All,All,All,CCG,MHSDS,16C,NHS TEES VALLEY CCG,855,855,126.3
2021/22,All detentions,All,All,All,CCG,MHSDS,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,465,465,58.7
2021/22,All detentions,All,All,All,CCG,MHSDS,26A,NHS NORFOLK AND WAVENEY CCG,760,760,73.6
2021/22,All detentions,All,All,All,CCG,MHSDS,27D,NHS CHESHIRE CCG,480,480,65.7
2021/22,All detentions,All,All,All,CCG,MHSDS,36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,475,475,80
2021/22,All detentions,All,All,All,CCG,MHSDS,36L,NHS SOUTH WEST LONDON CCG,1725,1725,114.3
2021/22,All detentions,All,All,All,CCG,MHSDS,42D,NHS NORTH YORKSHIRE CCG,380,380,88.5
2021/22,All detentions,All,All,All,CCG,MHSDS,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,1020,1020,96.9
2021/22,All detentions,All,All,All,CCG,MHSDS,70F,NHS WEST SUSSEX CCG,695,695,80.7
2021/22,All detentions,All,All,All,CCG,MHSDS,71E,NHS LINCOLNSHIRE CCG,475,475,62
2021/22,All detentions,All,All,All,CCG,MHSDS,72Q,NHS SOUTH EAST LONDON CCG,2495,2495,137.2
2021/22,All detentions,All,All,All,CCG,MHSDS,78H,NHS NORTHAMPTONSHIRE CCG,430,430,58.1
2021/22,All detentions,All,All,All,CCG,MHSDS,84H,NHS COUNTY DURHAM CCG,590,590,110.7
2021/22,All detentions,All,All,All,CCG,MHSDS,91Q,NHS KENT AND MEDWAY CCG,1130,1130,60.5
2021/22,All detentions,All,All,All,CCG,MHSDS,92A,NHS SURREY HEARTLANDS CCG,445,445,42.3
2021/22,All detentions,All,All,All,CCG,MHSDS,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",490,490,52.7
2021/22,All detentions,All,All,All,CCG,MHSDS,93C,NHS NORTH CENTRAL LONDON CCG,2270,2270,148.7
2021/22,All detentions,All,All,All,CCG,MHSDS,97R,NHS EAST SUSSEX CCG,560,560,100.2
2021/22,All detentions,All,All,All,CCG,MHSDS,99A,NHS LIVERPOOL CCG,590,590,117.9
2021/22,All detentions,All,All,All,CCG,MHSDS,99C,NHS NORTH TYNESIDE CCG,175,175,83.8
2021/22,All detentions,All,All,All,CCG,MHSDS,99E,NHS BASILDON AND BRENTWOOD CCG,160,160,60.4
2021/22,All detentions,All,All,All,CCG,MHSDS,99F,NHS CASTLE POINT AND ROCHFORD CCG,90,90,50.5
2021/22,All detentions,All,All,All,CCG,MHSDS,99G,NHS SOUTHEND CCG,200,200,109.4
2021/22,All detentions,All,All,All,CCG,MHSDS,A3A8R,NHS NORTH EAST LONDON CCG,2985,2985,146.6
2021/22,All detentions,All,All,All,CCG,MHSDS,All prov,All providers,51128,51128,90.4
2021/22,All detentions,All,All,All,CCG,MHSDS,B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,710,710,73.7
2021/22,All detentions,All,All,All,CCG,MHSDS,D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,1285,1285,93.1
2021/22,All detentions,All,All,All,CCG,MHSDS,D4U1Y,NHS FRIMLEY CCG,400,400,53.6
2021/22,All detentions,All,All,All,CCG,MHSDS,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",1095,1095,67.7
2021/22,All detentions,All,All,All,CCG,MHSDS,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",800,800,83.4
2021/22,All detentions,All,All,All,CCG,MHSDS,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",430,430,84.9
2021/22,All detentions,All,All,All,CCG,MHSDS,UNKNOWN,UNKNOWN,650,650,NULL
2021/22,All detentions,All,All,All,CCG,MHSDS,W2U3Z,NHS NORTH WEST LONDON CCG,2700,2700,127.9
2021/22,All detentions,All,All,All,CCG,MHSDS,X2C4Y,NHS KIRKLEES CCG,355,355,80.4
